,box,distance,goal
38339,1,13.666927233288396,False
38343,0,31.96628849272308,False
38368,0,34.046679720642366,True
38611,1,19.142541628529898,False
38636,1,13.666927233288396,False
38815,0,19.45,False
38818,1,15.61677303414505,False
38820,1,8.116212170711163,True
38919,1,13.413906962551964,False
38994,1,19.442533271155796,False
39060,1,12.299333315265507,False
39065,0,28.306190135728265,True
39199,1,18.899843914699403,False
39217,1,10.486796460311414,False
39223,1,12.153369903035125,False
39440,0,21.801892119722087,False
39465,1,16.453574079816214,False
39495,1,16.12661154737721,False
39516,0,22.310591655086156,False
39600,1,7.494164396382028,False
39637,0,20.04706711716205,False
39773,1,8.4,True
39812,1,13.297954729957535,False
39880,0,17.85,False
39919,1,10.696335821205315,False
40179,1,11.988744721612852,False
40196,0,29.50761935500728,False
40325,0,29.899056841311904,False
40354,1,17.892177061498135,False
40360,1,11.825548613066541,False
40478,1,13.725727667413484,False
41063,0,34.5856675517475,False
41117,1,11.24768420609327,True
41265,0,31.90349353910948,False
41291,0,36.620699064873136,False
41532,0,23.585325946443902,False
41540,1,14.246715410928935,True
41564,0,27.294924436605427,False
41722,1,11.865955503034723,False
41825,1,16.64735414412753,False
41946,1,14.864349968969382,False
42062,0,17.862947685082663,False
42089,1,18.539687160251656,False
42091,1,5.154502885827109,False
42387,1,16.262475211356975,False
42684,1,9.086011226055138,False
42699,1,4.4147027079974475,False
42792,1,9.654926203757334,False
42871,1,16.00715152673954,False
42938,0,24.755122702180252,False
43010,1,7.627850286941925,True
43079,1,17.738322919599813,False
43138,0,26.65679838240144,False
43146,0,39.925391669963616,False
43303,0,53.82560821765046,False
43462,1,7.158910531638178,False
43465,1,17.724796190647723,False
43471,1,5.202653169297373,False
43503,1,9.138539270583674,False
43555,1,4.161838536031882,True
43828,1,12.940540946961994,True
44092,1,6.336592144047146,False
44271,1,16.648615558057674,False
44376,0,32.033608913139965,False
44497,1,20.015354106285507,False
44510,1,18.33412392234764,False
44557,0,20.904470813680028,False
44698,1,12.509596316428441,True
44753,1,11.258636684785598,True
44880,0,21.71042146067183,False
45023,1,17.724796190647723,False
45072,0,20.362929553480267,False
45089,0,24.984803381255574,False
45102,1,11.264830225085507,True
45139,0,24.656163529632913,False
45160,1,6.2547981582142205,False
45172,1,15.903084606452927,False
45192,0,21.873600526662273,False
45251,0,27.435167212903956,False
45335,1,17.28097508822925,False
45345,1,10.846584715937086,False
45390,1,7.158910531638178,False
45401,0,22.07351353998724,False
45416,1,13.724197608603573,True
45547,1,20.084063333897355,False
